business_name,author_name,text,rating,rating_category,place_url
Dian Xiao Er (Causeway Point),Foodie Review,"Peanut pork ribs soup, angelica herb quarter duck, 3 bowls of white rice and French beans. Lastly also added iberico char siew pork. Total cost around 77 dollars. …",3.0,neutral,"https://www.google.com/maps/place/Dian+Xiao+Er+(Causeway+Point)/@1.4360933,103.7498982,14z/data=!3m1!5s0x31da13a897823aaf:0x7d8ff3821cce2759!4m10!1m2!2m1!1sRestaurants+in+Singapore!3m6!1s0x31da13a89657e5ed:0xe236ac92705412ef!8m2!3d1.4358117!4d103.7855345!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESY2hpbmVzZV9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1V2VsSkhVa1JhVmxKSFlWUnNWMk15YkU5bFNHeFBaREZLZEZVd1JSQUKqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQIABAt!16s%2Fg%2F1tgp7sm_"
JAAN By Kirk Westaway,Kenneth Low,"Had dinner for my kids' birthday. Thoroughly enjoyed the food. My elderly mom had food restrictions, and Chef Kirk managed to swap on of the item on the menu. …",5.0,positive,"https://www.google.com/maps/place/JAAN+By+Kirk+Westaway/@1.2933448,103.8170411,14z/data=!3m1!5s0x31da19a428a16ab3:0xb22ccd0fb009c220!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da19a67e1cda67:0xbcb02ae2c4565ec0!8m2!3d1.2933448!4d103.85309!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOUGNFOW1Xa05uRUFFqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECDcQRg!16s%2Fg%2F1tcvwyr9"
Blu Kouzina Dempsey,Ian Willoughby,"We went on a Monday night, thinking it would be quiet, but it was pretty busy.
The food was lovely, although the lamb shank as a main course could have been more generous with veggies. …",5.0,positive,"https://www.google.com/maps/place/Blu+Kouzina+Dempsey/@1.305512,103.6858988,12z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da109bbb1e83ad:0xd53354adcc39907e!8m2!3d1.3034696!4d103.81043!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEQZ3JlZWtfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSS2VEbExOR1ZuRUFFqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECAAQOA!16s%2Fg%2F1vgq9lqm"
FORKETTA -- an artisan Italian restaurant at Dempseyhill - make the best wood-fired baked sourdough Pizza in Singapore,Sri Rohini,"Nilu's exceptional service elevated our already amazing dining experience.  The food was fresh and delicious, but her spot-on recommendations and prompt attention made the meal truly unforgettable.",5.0,positive,"https://www.google.com/maps/place/FORKETTA+--+an+artisan+Italian+restaurant+at+Dempseyhill+-+make+the+best+wood-fired+baked+sourdough+Pizza+in+Singapore/@1.3548586,103.686695,12z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da1a3cac942927:0xa50fec4e206fc38a!8m2!3d1.3036447!4d103.8098267!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESaXRhbGlhbl9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxU2FWcFhXbk5UVkdONVVtNWFWRTFWZHpGa1JsRTFWRzV3ZEdSRlJSQUKqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQIABBI!16s%2Fg%2F1tdctmvw"
Fourgather Thai Casual Dining (Telok Ayer Branch),TJJ,"Had our friend bday celebration here , very good Thai food. Friendly staff. Price slightly on the higher side .",4.0,positive,"https://www.google.com/maps/place/Fourgather+Thai+Casual+Dining+(Telok+Ayer+Branch)/@1.3548586,103.686695,12z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da19002f8829e7:0xa3ed7229ed5ce71e!8m2!3d1.2829025!4d103.8487312!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuVFVObk5EaEVMVTEzRUFFqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECAAQQg!16s%2Fg%2F11vq2mcm2t"
Lazy Lizard Sixth Avenue,Howard,"Welcoming staff and a good location, but it could do with a bit of an update/refresh. The bar staff were quick and responsive but the menu doesn't match what's available - no Guinness and no London Pride. That's fine, but all the menus …",3.0,neutral,"https://www.google.com/maps/place/Lazy+Lizard+Sixth+Avenue/@1.3312023,103.7591042,14z/data=!3m1!5s0x31da109ed0c5bae9:0xa72012536b1e2de0!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da109ed6990cc1:0x3e3fb7d25ec9fff5!8m2!3d1.3312023!4d103.7951531!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESd2VzdGVybl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU0zTkdWdFIzWjNSUkFCqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECBsQMw!16s%2Fg%2F1txflnr3"
Ariff's Restaurant,Aisha Yusoff,Very slow service. All over the place. Wont come back. Ever.,2.0,negative,"https://www.google.com/maps/place/Ariff's+Restaurant/@1.3487191,103.6827377,14z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da0f002d223ebd:0xab3969c2cc4e540e!8m2!3d1.3518812!4d103.7183312!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgERaW5kaWFuX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUklORzl4WWs5bkVBRaoBURABKg8iC3Jlc3RhdXJhbnRzKAAyHhABIhqyg6SG6UkVbWUOjdQ9cHAMsS9xMdEXayz62zIcEAIiGHJlc3RhdXJhbnRzIGluIHNpbmdhcG9yZeABAPoBBAhEEC0!16s%2Fg%2F11w3rwk2jt"
Amber West,Amanda Tan,"Went back again after 1 year to experience the good food with a good price tag.

Love the hospitality and atmosphere here.

Encountered a funny guy student who served us. He was super nervous and took our orders 2 times but it was still wrong. 🤣🤣🤣 Ended up another lady student did our orders again.

Accepts credit card payment. We also kena the system break down.

Very lucky indeed. 🤣🤣🤣🤣",5.0,positive,"https://www.google.com/maps/place/Amber+West/@1.375912,103.7166177,14z/data=!3m1!5s0x31da11b8798f9cdf:0x6bf1360609342e3d!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da11c7f40417a9:0x6640194c59c5a944!8m2!3d1.375912!4d103.7526666!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESd2VzdGVybl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU10ZW05ZmNrVlJFQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQIfBBI!16s%2Fg%2F1hc2_8ld8"
O.BBa Jjajang & BBQ,kheen rui,"Absolutely loved the Korean BBQ here! The quality of the meat was top-notch, and everything was so fresh and flavorful. The variety of side dishes and sauces perfectly complemented the meal. The grill-at-your-table experience was so much fun, and the staff were super friendly and attentive. Highly recommend this spot for anyone craving authentic Korean BBQ!",5.0,positive,"https://www.google.com/maps/place/O.BBa+Jjajang+%26+BBQ/@1.3697086,103.7305602,14z/data=!4m10!1m2!2m1!1sRestaurants+in+Singapore!3m6!1s0x31da1061d513b1e3:0xa093217d553de5c!8m2!3d1.3434531!4d103.7750924!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgERa29yZWFuX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXhOVWxwWmpoblJSQUKqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQUIigEQSg!16s%2Fg%2F11b66l1ktn"
Buona Terra,Fiona RQL,"It’s my second visit here since last time was 2 years ago.

Firstly, we feel the price tag here is reasonable for a Michelin star restaurant …",5.0,positive,"https://www.google.com/maps/place/Buona+Terra/@1.305512,103.6858988,12z/data=!3m1!5s0x31da19eda2855a27:0x31a363b84874d0e6!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da19ed9ecdf425:0xe97a333ec302706e!8m2!3d1.310717!4d103.834701!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU15ZHpoMVNpMVJSUkFCqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEFCK8BEEk!16s%2Fg%2F12xqc5ncv"
Canopy Jurong Lake Gardens,Kai Ling,Peaceful place near the main arch for brunch. Thankful brunch items are available till 2pm. Grilled cheese sandwich was oozing stretchy goodness. Babycino came with two large marshmallows. Enjoyed the crunch in truffle fries and dipping them in the truffle mayo.,5.0,positive,"https://www.google.com/maps/place/Canopy+Jurong+Lake+Gardens/@1.338189,103.6919505,14z/data=!4m10!1m2!2m1!1sRestaurants+in+Singapore!3m6!1s0x31da171b23ee3337:0x499d53e696e3e60a!8m2!3d1.338189!4d103.7279994!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESd2VzdGVybl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU5uYkdGVVQydG5SUkFCqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEFCJQBEEU!16s%2Fg%2F1tl9k2n8"
SUSHI TEI,Danny Kwok,"This was a great atas restaurant to go at West Coast Plaza. Needless to say, we were repeat customers. The best time to go was off peak. There was always a long queue at peak hours. Food was great and value for money 💰 💰, at restaurant price. Our favourite was clam soup, Asari Miso Soup and Taiyaki Ice Cream. We also enjoyed the Chirashi Don, Salmon Don and Chicken Karaage. Big fresh juicy raw salmon, 🤤🤤🤤. It was hard to find such thick slices now.",5.0,positive,"https://www.google.com/maps/place/SUSHI+TEI/@1.3037119,103.7299801,14z/data=!3m1!5s0x31da1af22a21450b:0xfbfa09120f288130!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da1af180bb1477:0x6d3cdcf70f4ac46c!8m2!3d1.3037119!4d103.766029!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgETamFwYW5lc2VfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRdGFXVkhhR2xCUlJBQqoBURABKg8iC3Jlc3RhdXJhbnRzKAAyHhABIhqyg6SG6UkVbWUOjdQ9cHAMsS9xMdEXayz62zIcEAIiGHJlc3RhdXJhbnRzIGluIHNpbmdhcG9yZeABAPoBBAhYEEo!16s%2Fg%2F1tdwh0j4"
Five Star Kampung Chicken Rice & Kitchen,樂Fun Homestay,"Usually will have chicken rice from another restaurant nearby, but they are closed between 2.30pm to 5pm today, I just dabao from Five Star Kampung Chicken as I have not tried theirs before.  Only 1 customer when I went around 3pm.  The waitress came to take my order promptly and even asked me which portions of the chicken I prefer.  I told her preferred 鸡尾肉 towards tail ends, she said maybe just have enough for a set, the other has to be normal like breast etc.  I said okay but try for me if possible both sets to be the same 鸡尾肉。Guess what I found when home?  A lot of small sharp chipped bones and not much meat.  Rice is soft but somehow salty think due to too much soya sauce added.",2.0,negative,"https://www.google.com/maps/place/Five+Star+Kampung+Chicken+Rice+%26+Kitchen/@1.3425,103.7404511,14z/data=!3m1!5s0x31da1061d6464555:0xf0eebc81fb56ea!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da108a77e46c8d:0x53c3182413f84cd1!8m2!3d1.342659!4d103.7753152!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESY2hpbmVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVU52TlMxMVpFcDNFQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQISxAx!16s%2Fg%2F1tgcjtbc"
Soh Kee Cooked Food,Ernest Chua,"The chicken served at this stall is more tender than most Hainanese chicken rice stalls, which says a lot about the quality since there are many good chicken rice stalls in SG. Coupled with the ultra smooth porridge, this dish is easily one …",5.0,positive,"https://www.google.com/maps/place/Soh+Kee+Cooked+Food/@1.3394886,103.6691575,14z/data=!3m1!5s0x31da10035c32bc9f:0xdaff0db2e77cc6e6!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da1aa5ba78f48f:0x28d9d94a57021d5a!8m2!3d1.349742!4d103.718509!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEMaGF3a2VyX3N0YWxsmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU4yY0MxRFJWaG5FQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQUIjAUQIw!16s%2Fg%2F1td9y63k"
