business_name,author_name,text,rating,rating_category,place_url
Ayza’s Restaurant,Adeline O,"Pretty noisy with half the stall holders in this “restaurant” shouting constantly their special food & prices.  This coffee shop drinks stall at least comes & takes your order and serve you.  Hence, 3-stars for the drinks stall. …",1.0,negative,"https://www.google.com/maps/place/Ayza%E2%80%99s+Restaurant/@1.3487191,103.6827377,14z/data=!3m1!5s0x31da0fdcdd998337:0x13901540f218b9f6!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da0fdcdda56a21:0x8fe19fe76f1f5ad9!8m2!3d1.3487191!4d103.7187866!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEQaGFsYWxfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSUU5VeGZkMU5CRUFFqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECAAQSQ!16s%2Fg%2F11ckqm_853"
Bistro by Gardenasia,Sky Chong,"We used to be loyal customers of this restaurant, but due to recent experiences, we no longer wish to return. The service has become disappointing and inflexible.

Previously, the lunch menu was available until 2:30 PM, but it has since changed to 2:00 PM without any update on their Google menu list. When we arrived at around 1:58 PM and tried to order from the lunch menu, we were told it was no longer available because it was “after 2 PM.” We checked the time—it was exactly 2:00 PM. Their unless response left us speechless and affected our mood for the rest of our meal.

While the food was decent, the overall service experience was poor and unwelcoming.",1.0,negative,"https://www.google.com/maps/place/Bistro+by+Gardenasia/@1.4407939,103.6927388,14z/data=!3m1!5s0x31da0d7fe09f10eb:0x8009fffdb44224e7!4m10!1m2!2m1!1sRestaurants+in+Singapore!3m6!1s0x31da0d7fe1d607fb:0xac696f124b34e6a8!8m2!3d1.4407939!4d103.7287877!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEGYmlzdHJvmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5vTUhGdE1sSm5FQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQUIvgEQSA!16s%2Fg%2F1tfzzl7k"
Fish & Co.,sam Tan,"Huge disappointment today, as a customer who have been visting the restaurant since 2018, me and my friends always had enjoyed our meals and time at this restaurant. Until today, when I visitted again with my friend for dinner is our WORST eating experience by far.

It all started when we were waiting to be served, we avoided peak hours at around 4:30PM and though there were almost no customer in the restaurant, the staffs were chatting around and no one came to serve though I believe a few of them saw us. It was only until we signalled when one came over. This was still alright for us but already a bad impression. Can tell that the standards have really dropped.

Next we had our meal as per normal, UNTIL when we were about to finish. One of the staff - FAZIL, took the utensils holder straight, took the receipt which was in there and threw it disrespectfully straight at the table. We were stunned and of course unhappy by such action. If he wanted to take the utensils holder, I thought it was a basic courtesy to ask, not only did he not, he threw the receipt straight. What's worst was there were no customers even queing to be served, don't understand why it was so urgent that he had to act as such? I get much better service and respect at hawker centre and coffee shops and I DO NOT even need to pay service charges. I am paying service charges for such service WOW. And guess what? That is not it, he later came back again and took away my glass when my drink was still HALF FILLED. We may have finished our food but does that mean we won't want our drinks anymore? Hello? We paid for the drinks too!

Seems like only prices increase while service decreased SO MUCH. Congrats! You have just lost yourself a group of loyal customers who visit on a constant basis. We may or may not be the first who was dissapointed by such service but if it does not improve and if FAZIL is still serving, there would only be more. Seriously WORST experience ever, I would reccomend my friends and family to avoid visiting this restaurant again and I would NEVER step food into any branch of this restaurant anymore.",1.0,negative,"https://www.google.com/maps/place/Fish+%26+Co./@1.3394886,103.6691575,14z/data=!3m1!5s0x31da0feccd71a5db:0xd320a963b69936d5!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da0f932c000001:0xe3fd23f209e71fbc!8m2!3d1.3399257!4d103.7062886!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESc2VhZm9vZF9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJrZDB4TFNVMW5FQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQIABBD!16s%2Fg%2F11gbv26h58"
Loong Kee Yong Tau Fu 龍記釀豆腐,TF,"MSG loaded, felt very thirsty after eating. Tried in for a couple of times and it’s still the same problem.

Doesn’t help that flies are constantly flying around and eating the stuff before you do. Items that are fried are overly oily and soaking in oil. Middle aged woman was also unhygienic. Saw her licking her bare finger as she was pouring the chili and continue with her affairs handling other food.

No wonder the other new Yong Tau Fu stall with no google maps presence has more people patronizing.

Also, look through past reviews about miscalculations of pricing and items. This seems like a pattern and I have encountered this problem as well before.

A disappointment with the Michelin bib recognition.",1.0,negative,"https://www.google.com/maps/place/Loong+Kee+Yong+Tau+Fu+%E9%BE%8D%E8%A8%98%E9%87%80%E8%B1%86%E8%85%90/@1.3499609,103.6823352,14z/data=!3m1!5s0x31da10035c32bc9f:0xdaff0db2e77cc6e6!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da0fcc46fbe74d:0x3a4810b2bd68172c!8m2!3d1.3499609!4d103.7183841!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEMaGF3a2VyX3N0YWxsmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVVJKZVZCcVRWSkJFQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQUItwIQLg!16s%2Fg%2F11gj76x2v8"
5 Senses Bistro The Star Vista,Josie Lau,i had the absolute worst spaghetti vongole there. the clams were the tiniest clams i’ve ever seen and they were raw and unopened some more. the spaghetti tasted really cheap and it had this strange flavor that reminded me of dirty socks. …,1.0,negative,"https://www.google.com/maps/place/5+Senses+Bistro+The+Star+Vista/@1.3067488,103.7525764,14z/data=!3m1!5s0x31da1a42c010aa5b:0xe8c76fea66661da0!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da1bd9b177e7cd:0x4f50e13260a03973!8m2!3d1.3067488!4d103.7886253!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEGYmlzdHJvmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1c1FsVklXVE5XYTJ4R1lsWk9SVlZYVWtoa2FrSk5aR3BuZEUxV1JSQUKqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQISxBE!16s%2Fg%2F11f9dgdy7b"
Hong Kong Kitchen,Shaohua Li,"Wife and I ordered cumin mutton and spicy chicken dices. The chicken is ok but the portion is small. The mutton doesn't taste like mutton at all, but with the heavy cumin flavor, it's hard to tell what meat it really is. We both experienced stomach discomfort afterwards. Not worth taking the risk.",1.0,negative,"https://www.google.com/maps/place/Hong+Kong+Kitchen/@1.2932906,103.7368462,14z/data=!3m1!5s0x31da1afc1783b543:0xb3287a205cd643d5!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da1afc3d91620f:0x1005559cd93f32a6!8m2!3d1.2930409!4d103.7687545!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESY2hpbmVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDYVc5MlYxWkJFQUWqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQIThA9!16s%2Fg%2F11b6zpcfmk"
McDonald's JEM,Fern K,"Visited on a weekday in the evening.

A very disappointing experience at this McDonald’s outlet. The service was poor …",1.0,negative,"https://www.google.com/maps/place/McDonald's+JEM/@1.3333971,103.7067384,14z/data=!3m1!5s0x31da100ee00d7885:0x4a465cff1d1413c5!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da100ee313d959:0x24c4cf57d527238d!8m2!3d1.3333971!4d103.7427873!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEUZmFzdF9mb29kX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlVPR0ZwU1hkQlJSQUKqAVEQASoPIgtyZXN0YXVyYW50cygAMh4QASIasoOkhulJFW1lDo3UPXBwDLEvcTHRF2ss-tsyHBACIhhyZXN0YXVyYW50cyBpbiBzaW5nYXBvcmXgAQD6AQQISBA_!16s%2Fg%2F11bwqft8lq"
Nonya Bong The Peranakan,Gary Chee,Turned up last night only to find that the chef had completely forgotten about our dinner appointment! 12 disappointed and miffed  souls had to settle for zi char downstairs. Completely unacceptable!,1.0,negative,"https://www.google.com/maps/place/Nonya+Bong+The+Peranakan/@1.4019304,103.7148171,14z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da1165f1ddf22d:0xadab21752ef53b27!8m2!3d1.4019304!4d103.750866!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMU9VMHpObmRuUlJBQqoBURABKg8iC3Jlc3RhdXJhbnRzKAAyHhABIhqyg6SG6UkVbWUOjdQ9cHAMsS9xMdEXayz62zIcEAIiGHJlc3RhdXJhbnRzIGluIHNpbmdhcG9yZeABAPoBBQiEBBBH!16s%2Fg%2F11hf2km2bm"
Nalan Restaurant Little India,amruta gurav,"Absolutely Awful Experience at Nalan, Singapore – Never Going Back

I took my family to Nalan for dinner, and it turned out to be a huge mistake. …",1.0,negative,"https://www.google.com/maps/place/Nalan+Restaurant+Little+India/@1.2803733,103.807841,14z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da191d8f5c0beb:0x25047850447d8a82!8m2!3d1.30649!4d103.8519744!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEVdmVnZXRhcmlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5mYlRkSVFuaG5SUkFCqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECDIQSQ!16s%2Fg%2F11pdxmscxb"
COLLIN'S® Mandai Wildlife West,Kelly Yu,"Very Disappointed with this Collin’s Branch – Poor Service & Food Quality

Visited this outlet with high expectations, especially given its location in a popular tourist area. Unfortunately, the experience was extremely disappointing.

The customer service was appalling. Staff were unfriendly, impatient, and clearly not service-oriented. One male server with a tattoo on his left hand was particularly rude, responding in an unprofessional tone and showing no effort to be welcoming. Most of the team lacked basic hospitality standards — no smiles, no eye contact, and an overall unwillingness to assist.

The food quality was also below standard. We were served burnt meat (see attached photo), which was unacceptable.

Despite the restaurant being nearly empty around 3:30pm (off-peak hour), we (3pax) were forced to sit in a tight corner with a baby chair squeezed to the side.  According to the server, the table that we pointed pointed to him is for table of 6 in a very unfriendly tone, Meanwhile, staff were on break at the bar counter, watching videos on their phones with the volume turned up, further diminishing the dining atmosphere.

For a brand like Collin’s, especially in a tourist-frequented area, this is unacceptable. I sincerely hope the management looks into this and takes appropriate action to improve both service standards and food quality.",1.0,negative,"https://www.google.com/maps/place/COLLIN'S%C2%AE+Mandai+Wildlife+West/@1.4344838,103.7434359,14z/data=!4m10!1m2!2m1!1sRestaurants+in+Singapore!3m6!1s0x31da139e09e38d6f:0xb24083ed1d355288!8m2!3d1.4087805!4d103.7801995!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgESd2VzdGVybl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5zTlVwSFQzVlJSUkFCqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECBIQTA!16s%2Fg%2F11sskydtfy"
Al-Afrida Restaurant,Arumugam Soundar,"I'm request to serve Goat Liver, But they served Goat Lungs. after some conversation shop manager Mr. Ragu and Cook Mr. Samy told me lungs and liver same parts in goat. I try to explained difference but they said whatever they serve deserve to eat.,  so i'm not sure they serve Halal or Non halal food. Try to avoid..",1.0,negative,"https://www.google.com/maps/place/Al-Afrida+Restaurant/@1.3321091,103.686908,14z/data=!4m11!1m3!2m2!1sRestaurants+in+Singapore!6e5!3m6!1s0x31da0f27cfdbc455:0xf6d90b511d7dd4b1!8m2!3d1.3321091!4d103.7229569!15sChhSZXN0YXVyYW50cyBpbiBTaW5nYXBvcmVaGiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3JlkgEYaW5kaWFuX211c2xpbV9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5DTVZsMkxYQjNSUkFCqgFREAEqDyILcmVzdGF1cmFudHMoADIeEAEiGrKDpIbpSRVtZQ6N1D1wcAyxL3Ex0RdrLPrbMhwQAiIYcmVzdGF1cmFudHMgaW4gc2luZ2Fwb3Jl4AEA-gEECAAQLQ!16s%2Fg%2F11h93qjthl"
